tracking_id	position(Oryza sativa L. ssp. Japonica, MSU Rice Genome Annotation Project Release 7)	F1	F2	R1	R2	L1	L2	S1	S2
XLOC_000090	chr1:915454-920729	0.491448	0.401073	0.166431	0.710612	0.353334	0.646729	1.05977	0.861496
XLOC_000091	chr1:920991-929455	1.13884	4.1865	0.0553764	30.5957	34.0783	23.6294	2.49141	2.60912
XLOC_000092	chr1:954074-957343	0.194639	0.636916	1.74172	11.255	3.45856	17.0276	0.0587561	0.174249
XLOC_000093	chr1:961680-965151	1.27461	1.98926	0.446245	13.9226	9.12769	12.8091	0.325669	0.985884
XLOC_000094	chr1:976727-1007182	0.0167031	0.0416854	0.0223981	19.7344	3.06951	27.1586	0.0425231	0.167676
XLOC_000095	chr1:976727-1007182	0.0481789	0.0386426	0.00408735	3.00384	0.595441	3.37123	0.0096952	0.038755
XLOC_000096	chr1:976727-1007182	0.594463	0.728879	0.216487	1.04833	1.26398	0.99537	0.0663551	0.395156
XLOC_000097	chr1:1007220-1012410	1.59686	1.46805	1.41361	3.35768	3.15463	2.95795	3.7021	1.49769
XLOC_000098	chr1:1016064-1019545	90.0689	75.4758	84.6835	21.7426	15.5434	26.9988	29.0355	72.1964
XLOC_000099	chr1:1019911-1029868	7.91641	10.5094	9.02019	10.5233	15.4387	12.3939	10.3821	9.43858
XLOC_000100	chr1:1046198-1053166	7.05335	5.16993	4.4761	1.38548	0.433085	0.839548	0.135637	1.92502
XLOC_000101	chr1:1103632-1319863	32.0581	32.6121	16.9079	57.5136	43.7611	53.0327	3.7146	20.134
XLOC_000103	chr1:1103632-1319863	7.09137	8.67744	7.25042	11.1722	7.23439	14.9209	14.425	3.45334
XLOC_000104	chr1:1103632-1319863	0.623203	0.221266	5.03051	0.127171	0.1246	0.0867656	1.53557	3.81021
XLOC_000105	chr1:1103632-1319863	21.0268	21.1099	19.4404	55.7506	25.7844	51.0966	31.4859	12.5709
XLOC_000106	chr1:1103632-1319863	9.23772	13.254	1.39434	2.6427	1.25348	6.21069	0.0806739	2.03691
XLOC_000107	chr1:1103632-1319863	11.1283	8.94563	7.06101	5.68663	7.46347	6.35423	8.92166	11.9317
XLOC_000108	chr1:1103632-1319863	3.00292	2.99531	0.0150325	0.0430997	0.0173068	0.0350107	0.0549229	0.128871
XLOC_000109	chr1:1103632-1319863	19.4084	12.8724	0.0458042	1.6872	4.72262	1.40836	0.162694	1.58042
XLOC_000110	chr1:1103632-1319863	12.321	6.33182	0.242686	0.0742815	0.0780505	0.0402165	0.379799	1.57966
XLOC_000123	chr1:1401243-1410257	41.8773	27.0584	2.60164	0.825363	1.06303	0.758874	0.948265	5.51847
XLOC_000124	chr1:1413838-1419043	31.5088	39.6601	9.64818	4.13251	7.42134	4.88239	18.0535	18.8468
XLOC_000125	chr1:1421692-1428845	10.8758	14.214	9.20747	12.4862	12.1091	15.1244	16.3759	19.671
XLOC_000126	chr1:1433032-1436811	1.36234	0.68701	2.14275	0.292023	0.115481	0.214709	0.026375	1.28539
XLOC_000127	chr1:1437047-1450473	11.3119	10.4146	2.53921	32.1645	26.3395	29.8234	0.252387	16.1693
XLOC_000130	chr1:1486399-1489044	0.0811891	0.100884	1.03943	0.0117055	0	0	0.0137991	0.142886
XLOC_000131	chr1:1508178-1514467	3.46078	4.01095	0.40421	3.68606	8.63038	3.21587	0.874326	0.94406
XLOC_000132	chr1:1515836-1516832	0.161083	0.313026	30.063	5.28941	2.95432	4.84971	25.1318	12.7072
XLOC_000133	chr1:1517844-1521653	23.6568	10.0486	137.325	21.1875	40.8816	21.1499	2.61998	6.03382
XLOC_000134	chr1:1533825-1540422	15.1106	5.32201	9.54492	3.05729	1.90182	3.33853	6.16946	1.07558
XLOC_000135	chr1:1562611-1569472	7.2979	6.96142	15.1014	2.82877	10.193	2.72026	0.72169	21.469
XLOC_000138	chr1:1596461-1605939	13.067	17.829	38.208	63.9759	93.5679	63.8383	7.76171	8.63047
XLOC_000142	chr1:1657314-1658388	0	0.0125135	1.45939	0	0	0	0	0.162649
XLOC_000143	chr1:1698202-1703090	14.9545	17.0517	1.06377	0.278502	0.941051	0.24206	0.832746	9.70568
XLOC_000146	chr1:1733686-1741458	104.509	91.7488	74.2128	149.952	72.8903	120.073	95.7873	76.2036
XLOC_000147	chr1:1746396-1748549	226.803	283.644	396.921	267.849	181.119	332.488	211.164	196.73
XLOC_000148	chr1:1754331-1758730	17.5971	12.7107	7.19076	13.4141	8.80799	13.7055	7.74632	17.6896
XLOC_000149	chr1:1764865-1770962	0.116629	0.130307	0.0897145	2.9431	0.688496	3.089	0.158813	0.631863
XLOC_000150	chr1:1780924-1784090	2.05307	2.43277	4.25384	3.25018	2.87303	2.25613	2.9775	2.4756
XLOC_000151	chr1:1833196-1837735	1.42483	0.624074	1.5793	0.0499144	0.0971109	0.0581324	4.13575	5.40009
XLOC_000152	chr1:1843813-1849186	40.6454	30.978	24.4442	16.9792	13.4444	20.3639	25.9937	141.151
XLOC_000153	chr1:1849804-1856303	6.48741	7.71655	5.68355	3.45472	3.2005	2.1809	12.86	13.9152
XLOC_000155	chr1:1864477-1866201	0.0295706	0	0.109344	0	0	0.00743648	2.13423	0.0769568
XLOC_000156	chr1:1867935-1870390	1.13335	0.375822	0.389719	0	0.0280266	0.00224545	5.54648	2.08379
XLOC_000158	chr1:1888523-1892298	13.4719	11.7794	10.9392	3.92803	5.35338	3.32892	2.7377	24.9152
XLOC_000159	chr1:1902735-1905247	3.723	3.32899	48.3585	45.4875	37.8909	75.4422	0.529638	1.88771
XLOC_000161	chr1:1928165-1930448	0.820222	1.05844	1.07579	5.90649	7.09336	4.8067	0.0497926	0.206118
XLOC_000162	chr1:1934116-1935048	0.0898986	0.0755769	0.188223	0.4242	0.177929	0.311819	3.32067	0.0113326
XLOC_000163	chr1:1941002-1941953	363.455	221.165	57.6613	91.2528	43.3424	170.476	7.02097	31.6289
XLOC_000164	chr1:1951927-1952771	87.0381	73.5403	3.01771	0.860607	1.20634	1.06471	257.642	23.3544
XLOC_000165	chr1:1957468-1967451	1.8267	2.16517	8.72021	2.53057	7.33173	2.22976	1.80362	1.08482
XLOC_000166	chr1:1977352-1987109	0.208683	0.386269	0.276002	11.4959	3.97503	12.9342	0.166105	0.546426
XLOC_000167	chr1:1988427-1991248	0.206808	0.424372	0.480949	7.2895	2.35004	7.59245	0.0462872	0.205315
XLOC_000168	chr1:1991901-1998064	0.368047	0.41171	0.775809	5.26815	2.02201	3.77782	0.0677129	0.463804
XLOC_000169	chr1:1998426-2004269	1.59228	1.21525	0.533921	15.1395	6.11455	14.6587	0.209138	1.0841
XLOC_000171	chr1:2021390-2038646	0.496756	0.440075	1.62864	7.63751	1.87779	16.1886	0.606847	0.456994
XLOC_000173	chr1:2045855-2057672	3.08517	3.28068	28.801	7.85144	1.99648	12.7954	0.410727	3.87592
XLOC_000174	chr1:2059308-2062396	1.87518	2.01539	0.792842	3.42773	1.81615	2.28017	1.676	1.68215
XLOC_000176	chr1:2071676-2073621	1.63945	4.27406	26.3767	1.79529	1.35925	1.13867	12.7193	0.871494
XLOC_000178	chr1:2097191-2100785	0.191122	0.0737281	0.297599	0.0203223	0.017912	0.012604	62.226	2.75459
XLOC_000180	chr1:2120380-2122366	25.3036	12.8845	2.72702	0.0883516	0.231879	0.0737586	0.3605	143.447
XLOC_000181	chr1:2130797-2137310	3.82568	3.40096	1.36144	0.200489	0.360466	0.19215	0.221541	4.19172
XLOC_000182	chr1:2137529-2139763	138.905	94.8991	135.838	73.8183	77.2758	96.1045	417.763	131.733
XLOC_000185	chr1:2202263-2203860	0.161581	0.271962	3.13183	1.89008	0.0757373	2.88986	0.506889	0.794006
XLOC_000187	chr1:2245731-2250576	8.16529	7.68039	2.97137	18.8248	28.2489	15.0665	1.13424	3.69421
XLOC_000188	chr1:2261454-2271051	8.53648	7.94419	6.45928	6.33623	8.97426	6.68223	12.3053	5.506
XLOC_000189	chr1:2271103-2273757	12.2168	10.0832	3.61973	2.97779	5.97666	4.65884	8.50836	4.04844
XLOC_000190	chr1:2275066-2278872	5.43095	7.16652	25.774	7.72706	10.9207	4.81467	0.391829	5.87309
XLOC_000191	chr1:2292110-2298407	35.7235	37.0789	36.2102	106.328	106.361	129.408	31.1271	19.9626
XLOC_000197	chr1:2386365-2390483	17.8153	18.4163	10.4302	10.7706	10.993	13.3829	11.3669	8.99978
XLOC_000199	chr1:2403269-2405982	7.57575	7.79445	11.2952	8.92888	8.75456	8.37794	24.772	7.93439
XLOC_000200	chr1:2406437-2408067	14.0585	11.6424	9.39609	7.69928	7.50319	8.39444	24.4062	14.0464
XLOC_000201	chr1:2414270-2415072	1.45048	2.37488	0.715475	1.86951	1.57721	1.86683	0.1716	0.650731
XLOC_000202	chr1:2415667-2418989	1.74658	1.33489	0.3971	1.34977	1.16652	0.852137	1.72494	0.907982
XLOC_000204	chr1:2422241-2422914	0.332148	0.517885	0.578208	0.994994	0.736434	1.00395	0.480269	0.14784
XLOC_000205	chr1:2434792-2513544	22.8638	20.5349	16.8867	14.7154	12.1518	17.7994	9.14402	23.274
XLOC_000207	chr1:2434792-2513544	0.0165801	0.0304864	0.0549904	2.16937	1.85871	1.47477	0.270669	0.284822
XLOC_000208	chr1:2434792-2513544	6.48708	6.25729	5.52511	4.93403	4.90107	6.05325	4.34645	6.40113
XLOC_000209	chr1:2434792-2513544	4.04113	3.64637	2.06805	2.19046	1.22445	2.15202	2.20737	2.77771
XLOC_000211	chr1:2434792-2513544	1.67244	1.35812	0.519022	1.35088	0.484659	1.00844	26.0173	1.50658
XLOC_000213	chr1:2434792-2513544	3.99506	3.53568	3.31951	6.27607	6.48706	5.13808	0.403188	2.15584
XLOC_000214	chr1:2434792-2513544	0.01677	0.158547	2.86292	0.150344	0.123232	0.106331	1.10166	0.192428
XLOC_000222	chr1:2560857-2565373	27.0104	28.1187	21.7952	43.0485	33.6815	46.0351	37.8762	20.6176
XLOC_000223	chr1:2566483-2574698	7.29415	11.6642	1.80845	0.270052	0.234804	0.142684	1.08914	3.48441
XLOC_000225	chr1:2599237-2612865	17.764	26.1267	15.2742	32.361	38.8805	32.868	19.4549	34.6435
XLOC_000227	chr1:2632346-2638081	14.3109	15.7296	7.74587	18.8522	24.259	18.3863	4.73098	10.9724
XLOC_000228	chr1:2652604-2655683	42.0322	32.9139	27.2361	20.6829	26.9956	26.1222	36.7576	42.9037
XLOC_000231	chr1:2658203-2704643	27.8983	28.8334	26.5534	19.7236	22.4998	21.7601	14.8796	34.7726
XLOC_000232	chr1:2658203-2704643	24.7276	16.4543	20.179	11.2687	20.2319	12.9633	11.1493	36.6871
XLOC_000233	chr1:2713122-2725364	15.8772	13.8537	21.6034	13.7673	11.1422	13.2267	5.55068	11.8439
XLOC_000235	chr1:2741480-2747578	5.86938	6.33509	1.6919	0.390298	0.432884	0.308054	1.17086	3.52297
XLOC_000236	chr1:2752080-2761581	3.05765	7.59278	0.00498204	1.14501	0.779598	0.860228	0.0141704	1.15863
XLOC_000237	chr1:2752080-2761581	1.89046	4.6431	0	0.567767	0.176981	0.5724	0.0168406	0.350574
XLOC_000238	chr1:2765677-2774609	65.5161	74.8065	27.3686	139.577	224.025	133.432	31.1773	42.4764
XLOC_000239	chr1:2776876-2790616	31.3446	22.4114	18.2723	14.5363	37.038	14.5779	0.569382	19.0506
XLOC_000240	chr1:2791216-2795865	6.65031	6.69355	4.99762	3.38604	2.15323	2.78141	54.6318	6.48267
XLOC_000241	chr1:2800435-2803742	9.12021	6.50034	1.78504	2.83134	1.51755	0.870041	0.862493	49.2223
XLOC_000242	chr1:2805583-2808518	1.33994	1.05825	0.632047	0.931335	1.48218	1.09161	0.961409	0.780212
XLOC_000243	chr1:2810091-2816401	0.563503	0.562279	1.55739	2.10641	3.87105	3.06531	0.20497	0.484272
XLOC_000244	chr1:2820035-2838580	0.540718	0.599968	0.311821	0.68909	0.891565	0.707303	5.2587	0.744992
XLOC_000245	chr1:2839788-2844119	0.234841	0.48959	0.253112	0.606897	0.764156	0.43167	7.0612	0.524703
XLOC_000247	chr1:2872109-2872988	70.6801	77.2866	51.198	62.1417	94.462	73.8505	127.427	48.9742
XLOC_000248	chr1:2873494-2882706	10.6591	14.0992	5.64619	13.9015	25.8554	16.9385	8.00342	8.88535
XLOC_000252	chr1:2922642-2925024	2.49034	0.958899	0	0	0	0	0	0.119658
XLOC_000253	chr1:2925934-2928765	2.78593	1.22841	0.0285688	0.0473062	0.100748	0.119276	0.137051	0.469853
XLOC_000254	chr1:2930782-2933039	0.379989	0.377436	0.0397009	1.05101	1.27527	0.990542	0.0269706	0.0460545
XLOC_000260	chr1:2982482-2989299	1.08231	2.04138	21.1205	16.9387	18.0718	12.862	0.752818	1.15034
XLOC_000261	chr1:2999575-3001204	1.11585	0.863755	32.0344	37.7851	18.4459	23.9932	1.41987	7.10018
XLOC_000268	chr1:3044482-3047221	68.7893	58.2555	111.842	59.636	52.8435	48.6515	21.5647	35.2653
XLOC_000269	chr1:3047280-3057412	18.2781	20.0656	26.9046	29.8519	25.6738	31.024	24.8546	22.7067
XLOC_000270	chr1:3060816-3066189	1.02477	1.14281	10.3193	6.46388	3.97956	6.00542	0.523372	1.75666
XLOC_000273	chr1:3122887-3124069	147.982	215.073	0.137435	0.191948	0.131389	0.255015	0.708729	0.0425835
XLOC_000274	chr1:3128991-3140217	0.439238	0.287957	10.1423	1.93673	1.4886	1.67961	3.31993	1.92276
XLOC_000279	chr1:3181949-3186577	0.589962	0.349674	1.47612	0.119267	0.136739	0.243705	0.717467	0.300245
XLOC_000280	chr1:3195120-3200812	0.630613	0.630033	0.264437	78.3593	13.0667	76.3623	0.202689	0.249193
XLOC_000283	chr1:3221346-3226578	0.74953	1.09745	0.0903472	5.65609	5.0634	6.21948	0.12415	0.425213
XLOC_000285	chr1:3238037-3244561	2.98716	1.28935	0.32434	3.64405	12.8976	2.43606	2.35786	3.1975
XLOC_000286	chr1:3250705-3263686	11.5844	3.19344	1.59102	37.7282	167.446	22.322	0.648582	3.67882
XLOC_000287	chr1:3272397-3278460	1.49559	1.60315	0.389336	7.90432	4.61699	6.4638	0.643233	2.10278
XLOC_000288	chr1:3282975-3287453	0.902408	0.877808	0.184243	3.09569	0.935816	3.84807	0.438509	1.20158
XLOC_000291	chr1:3322773-3328256	15.381	18.6582	20.3159	19.3725	16.6727	22.0641	17.1521	9.76145
XLOC_000292	chr1:3336154-3343063	14.2139	11.8557	7.08864	8.19691	9.02272	9.09089	7.76343	9.71968
XLOC_000293	chr1:3356321-3361204	10.3945	8.47826	30.5121	13.8154	13.8955	14.1224	52.3383	11.3292
XLOC_000296	chr1:3397265-3400518	15.2159	17.9105	13.1651	10.5164	17.8487	9.21159	0.220155	10.6353
XLOC_000297	chr1:3401205-3408599	3.94036	3.08498	2.70731	1.52872	1.34609	1.56636	0.827926	2.60031
XLOC_000298	chr1:3422010-3435750	29.4237	25.8598	6.29124	25.4453	33.3599	26.1349	7.06499	13.8985
XLOC_000299	chr1:3422010-3435750	1.0224	0.988719	0.125668	2.28844	3.5896	1.47035	0.876365	0.39794
XLOC_000300	chr1:3422010-3435750	0.929248	0.840465	0.389625	1.33191	0.817377	1.16069	0.92989	0.328051
XLOC_000301	chr1:3444606-3446619	2.9681	5.06003	6.64087	24.3804	6.05315	20.8245	43.542	2.40461
XLOC_000302	chr1:3455253-3465241	1.50204	0.651503	0.276361	0.240934	0.223627	0.101885	0.137434	0.432364
XLOC_000303	chr1:3501004-3504833	33.9715	29.5891	7.45769	48.854	38.3414	53.1962	21.794	15.675
XLOC_000304	chr1:3505659-3510531	19.6474	17.8038	5.56156	13.1161	8.65367	12.9777	8.18092	23.6999
XLOC_000305	chr1:3511759-3515902	7.54855	6.54046	5.74909	4.03747	3.48817	3.99946	2.7563	9.12296
XLOC_000307	chr1:3532858-3533749	0	0	1.03791	0	0	0	0.0947634	0.0180692
XLOC_000312	chr1:3621210-3625356	9.06466	2.951	1.80859	0.00256745	0.00282012	0.00807603	0.139679	1.04033
XLOC_000313	chr1:3645431-3650685	9.61267	12.1496	4.19851	78.7026	43.0042	59.02	8.25778	7.72797
XLOC_000314	chr1:3652272-3656590	0.730962	0.917296	0.326323	0.60057	1.20596	0.676473	0.178813	0.875195
XLOC_000316	chr1:3660990-3664748	1.82491	1.76069	1.25604	1.80956	2.067	2.30235	3.10603	0.984318
XLOC_000320	chr1:3711211-3713665	5.2423	2.62582	3.32415	11.2124	15.2937	10.6969	12.2703	1.61357
XLOC_000321	chr1:3732149-3733930	0.402196	0.299768	12.7342	1.31326	0.982329	0.775525	0.652994	0.460593
XLOC_000322	chr1:3735828-3736828	37.0846	47.382	25.934	18.4331	13.9765	14.196	0.710005	5.46539
XLOC_000325	chr1:3779633-3782004	0.0373735	0	1.42926	0	0	0	0	0.0174283
XLOC_000326	chr1:3787021-3789015	1.96571	2.14152	1.87329	1.16827	3.01575	1.27068	0.148367	5.11806
XLOC_000327	chr1:3804484-3813533	6.06645	7.7848	7.86587	33.2154	14.4549	44.7252	4.66672	3.67804
XLOC_000328	chr1:3842746-3845541	25.3377	22.8298	11.2436	14.0377	13.7913	15.5561	201.493	14.0138
XLOC_000330	chr1:3875567-3900139	6.25562	5.43497	1.87366	2.78428	3.39732	3.31432	6.20038	6.59398
XLOC_000334	chr1:3913568-3929663	4.03787	5.7435	14.3836	28.3422	4.07958	39.6484	7.59362	4.56245
XLOC_000335	chr1:3932328-3942405	1.15967	0.350418	6.72066	0.15529	0.12599	0.0703253	0.485976	1.884
XLOC_000336	chr1:3952447-3955514	2.26302	2.76845	1.81548	2.28382	2.66808	1.62212	0.0314934	1.03689
XLOC_000337	chr1:3958209-3962125	0.236524	0.265845	1.48033	0.0085501	0.00939869	0.00149834	0.034329	0.0419685
XLOC_000339	chr1:3986611-3995398	14.1607	16.2587	12.5895	15.1303	16.5177	16.675	16.1632	25.8656
XLOC_000342	chr1:4059440-4063190	6.63991	7.66753	5.63706	8.21908	5.92772	8.41327	11.9424	9.68776
XLOC_000343	chr1:4063495-4071709	3.61818	3.78196	7.35343	10.9382	5.7292	9.66838	2.93987	5.82868
XLOC_000344	chr1:4063495-4071709	6.13533	7.68158	4.08814	1.05597	0.944801	1.05123	0.438488	1.75585
XLOC_000345	chr1:4081315-4082680	1.07952	0.190423	0	0	0	0.00223211	0	0.630912
XLOC_000346	chr1:4090885-4094859	3.63311	4.69638	20.1772	5.26342	2.30387	5.80292	1.92037	2.74594
XLOC_000347	chr1:4095855-4096249	0.710183	0.719137	0.582723	0.148194	0.644107	0.246858	49.3677	0.849526
XLOC_000349	chr1:4102310-4109950	1.7433	2.17093	1.36355	11.1922	4.72851	15.1605	0.300347	1.17832
XLOC_000351	chr1:4117743-4126379	45.1321	36.2025	68.9136	37.4201	34.3068	40.8187	70.4215	39.3508
XLOC_000352	chr1:4127243-4140705	4.23555	5.57439	4.37838	6.20426	8.54443	6.50324	4.27313	10.0287
XLOC_000353	chr1:4141249-4150562	6.76981	9.17544	3.10662	8.58788	9.62246	9.21158	5.95028	19.9429
XLOC_000355	chr1:4253837-4259626	14.3513	29.0782	7.62702	17.1988	17.8054	16.7553	108.081	34.0112
XLOC_000356	chr1:4263718-4271275	0.0158887	0.0673293	0.0134013	0.00238763	0	0	2.08732	26.6231
XLOC_000361	chr1:4306881-4309963	14.2935	13.2226	6.99833	20.3837	12.0263	21.4207	3.28715	12.1946
XLOC_000362	chr1:4326574-4328863	5.99582	4.23682	4.78329	2.123	3.11178	1.85661	10.963	21.1694
XLOC_000365	chr1:4374109-4402081	29.1797	34.0739	24.6415	21.3945	29.9811	27.6205	33.5725	33.3864
XLOC_000366	chr1:4415301-4419160	1.24758	0.584352	0.528421	0.0584199	0.0143542	0.122789	1.91261	0.358535
XLOC_000367	chr1:4421226-4423259	1.6286	1.13983	3.15291	1.19003	0.539526	2.16198	0.197536	0.430292
XLOC_000368	chr1:4434088-4437971	28.7802	28.4968	25.2303	29.2336	20.8461	29.6938	91.02	28.1931
XLOC_000369	chr1:4440900-4441368	0.0423406	0.0284259	0.956041	1.73846	0.163172	1.61081	0.0993765	0.0456691
XLOC_000370	chr1:4444669-4448386	4.91409	4.07612	4.11012	3.20905	5.59341	4.21855	9.2919	6.4351
XLOC_000371	chr1:4448865-4458110	4.14752	4.7345	4.68265	4.59403	5.92245	4.09469	2.88874	4.28493
XLOC_000372	chr1:4493364-4497662	2.16207	2.05036	2.36404	2.67731	1.92389	2.44431	2.23443	1.98778
XLOC_000373	chr1:4497718-4504407	32.0074	35.0235	30.9065	41.7518	36.4462	42.9369	72.05	36.2042
XLOC_000375	chr1:4527985-4532893	81.9125	52.6214	237.445	49.5085	42.8049	66.2597	32.1262	52.5273
XLOC_000376	chr1:4534020-4540216	11.4611	11.1345	8.6941	10.1283	10.6598	10.2977	45.0165	17.3703
